customer_tweet_id,customer_text,amazon_response
2856691,@AmazonHelp Why cant u stop it right now. I do not have patience to track ur order and m not taking it.,@168220 Stop &amp; return is a systematic process that will eventually return the order that is in transit to your shipping address. Call us using the link shared above for further assistance. ^MJ
280633,@AmazonHelp Tried multiple times. Doesn't play songs from any play list.,@182855 Sorry for the hassle Mayank. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
780363,@AmazonHelp I had placed the order a month back! Please figure a way out to get it delivered faster... I thought being a prime member had a few perks!,@306315 we'll not be able to promise delivery of the product before the estimates. (2/2) ^KA
25015,@AmazonHelp  Amazon is just making me fool from last 10 days ...is there any system,@121408 Sorry for any inconvenience. Could you confirm sharing your details in the link provided above by ^HK ? ^KA
13154,@AmazonHelp May i just add that realising NO ACTION HAS BEEN TAKEN on my complaint is not much fun. Worst customer care EVER ! https://t.co/bHOHPNnZFA,"@118701 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^SV"
2643608,"@AmazonHelp Nothing there in that link, directed to Amazon login page, Return is accepted showing. Please provide some useful information.",@745930 Request you to reach out to our support team using the link shared earlier. ^GK
458866,@AmazonHelp Gladly. A Prime order guaranteed for delivery by this evening (that contains an item I ordered for a special event) showed as on track to be delivered but still hadn’t shipped...,"@223978 I'm so sorry for the delay with your order, Sydney! This isn't the experience we hope for! Just to clarify, have you been assigned a tracking number for this yet? ^HS"
1090517,@AmazonHelp The order is not there. (slightly older than 6 months),"@377298 John, we can help you further via chat or phone to run a search for the item if that helps: https://t.co/hApLpM3Ejd ^SY"
1676677,"@AmazonHelp @AmazonHelp Order # 405-9747744-8241925 Check the mailbox for ""__email__"" And try calling the agent num you gav",@510019 Revert to our correspondence sent to your registered email account &amp; we'll get back to you with an update. 2/2 ^MJ
2824723,@AmazonHelp It's out for delivery but the locker is still full...slim chance it will be able to fit in I say. Getting ridiculous as it's been out for delivery since Friday and the locker has been full since then,@786976 Have you contacted us directly about this? What was advised?^PK
1160629,@AmazonHelp Bisher nichts angekommen. Und dafür 10€ mehr bezahlt.,"@393058 Oje! Melde dich doch gleich mal hier https://t.co/va1VRoK7GS und lass meine Kollegen prüfen, was passiert ist. Gruß ^DS"
2664411,"@AmazonHelp Out for delivery. Shows left depot on Thurs morning, left again Fri, left again twice on Monday. Each saying will be delivered that day.","@750748 Hi Paul, sorry to hear that, contact us here:  https://t.co/JzP7hlA23B we will escalate this for you! ^AS"
2843678,@AmazonHelp Where can i write a formal complaint to please?,@791108 We'd love to hear your feedback! Please leave us your feedback by choosing the e-mail option here: https://t.co/JzP7hlA23B ^MH
880974,"@AmazonHelp Hi there iPhone -- I'm afraid since the iOS update, the app has been insanely unstable.",@137142 Thanks for the information! Have you tried uninstalling/reinstalling the app? ^ML
229756,"@AmazonHelp Hey, I'm a Prime customer so... the fastest!",@170756 Have you received any emails in relation to the order? ^JJ
1702175,@AmazonHelp Como não?? 😱😱esse aqui👆🏼 https://t.co/Pz0KMHFRCL,@516087 Com certeza vamos ter que ler ele! 😱 ^HC
919444,@AmazonHelp How much time do you need as i cant wait forever.,@338252 specialist team and they will get reach out to you. 3/3 ^GK
1830694,@AmazonHelp Your support team is clearly saying that they can not refund my balance that is why i choose this option,"@549350 concerns, you may write to us here: https://t.co/beaaDm0muc (2/2) ^GK"
529013,@AmazonHelp Hi just an update it wasn’t amazons fault it was elgato who changed the date. We had an email,@242497 Thanks for the update! Is the delivery date now confirmed?^MA
1421335,"@AmazonHelp In the past, when I've tried to leave negative feedback, Amazon have refused to publish it.",@432458 You may need to use a laptop and the review will need to meet the guidelines: https://t.co/aeD6wECdbd. ^JJ
180067,@AmazonHelp Okay danke dann hoffe ich mal dass bis zum 6. mein Gehalt da ist,@158378 Ich drücke dir die Daumen. Du kannst sonst auch die Mitgliedschaft später jederzeit wieder aktivieren. Gruß ^AN
2835562,"@AmazonHelp + it's an order I've made that needs delivering to my sister in Germany - her address wasn't easy to find so it wasn't delivered, so I rang (for 80 mins) on Saturday with lots of different people to ultimately agree a PaketStop address to instead deliver it to.","@789274 Thank you for the information! I'm sorry for the delay in response from us. Just to clarify, when speaking with us, was a follow up time and date set? ^AL"
1734589,@AmazonHelp Not much help other than a delivery attempt tomorrow... Problem is I'm working tomorrow! :(,"@523807 Thank you for the info. I know this is frustrating! Keep us posted on delivery of this item, we want to make sure its received.^AL"
2631421,@AmazonHelp That's such a relief 😥 I felt so dumb!,@743041 Happens to the best of us!! 😊 ^LB
16817,@AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP,@119701 Our team has sent you a correspondence. Kindly check it here: https://t.co/8DAc10S7ww ^AP
2216648,@AmazonHelp you want me to fill a form after 7 days 6 chats 4 phone calls 5 emails . ryt lemme do that too :) lets see how many more days it takes for you all to deliver your own product amazon echo,"@647629 I get you being upset with the delay. Please understand we can't gain access to your account details via Twitter. If you've shared your details in the link provided above, we'll check the delivery issue and reach out to you with an update.  ^KA"
1735574,@AmazonHelp Can I dm you my track number?,"@524030 We don't have access to accounts on Twitter, but we'd like to look into this. Call/e-mail us here: https://t.co/JzP7hlA23B ^BH"
257687,"@AmazonHelp It shows out for delivery, arriving 2day but just had an email saying - can't deliver it today. Already had to contact CS about issues 2day","@177297 Have you contacted us since receiving the notification that we can't deliver? If so, what options or info did we provide? ^GR"
440048,@AmazonHelp And for the other one I had asked for return. Its been more than a month I haven't heard from your side. It's frustrating.get in touch asap,@219445 Have you reported this to our support team: https://t.co/vlvfJr4nN9? ^HA
2154110,@AmazonHelp Can you respond to sort this. I've sent a dm but am getting very annoyed about now wast9ng all afternoon on this saga caused by Amazon and it's representatives. Its a simple solution but seems impossible to be sorted by Amazon!!,"@632909 We don't have access to your account on Twitter. For immediate assistance, use the phone or chat feature by clicking on this link: https://t.co/qy3J24VGxb ^AF"
975071,@AmazonHelp m i hv responded to ur emails. nw if u done plyng reply reply cn u fix the issue.,@337836 I'm sorry about the stretch. We're working on this and we'll update you soon. ^AR
927489,"@AmazonHelp Screw you, guys. I am not going to do anything when you keep on blatantly lying. Do whatever you want, I really don't care",@171760 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
354481,@AmazonHelp Well thats a new one in the last 48 hours. Get back to me ? I only have another 30 to 40 odd years. Hope its going to be in this time frame?,@200264 We received your revert. We will get back to you at the earliest. ^SC
2832868,@AmazonHelp Vendido por Amazon.,"@788663 Gracias por la información Miguel. En este caso te aconsejo contactar directamente con Soporte al Cliente para que puedan verificar tu pedido. 
Puedes hacerlo por el enlace: https://t.co/OjvUxwnzPe
Un saludo, 
^DB"
328012,@AmazonHelp @AmazonHelp hope I get the delivery today. Need to know on what basis is my number blocked for call back??,@167356 Please connect with us via chat/email using the link provided above. We'll get this checked. ^HD
1626027,@AmazonHelp I ordered kindle which was expected to be delivered on 16th oct. still i haven't got it. order id 171-8953193-9829140 #AmazonIndia,"@497928 so that we can assist you accordingly. Please don't provide your order details, we consider it to be personal ^SU(2/3)"
2285633,@AmazonHelp Oct 18-19,@664175 Have we sent any communication explaining the delay? ^TR
296423,@AmazonHelp Amazon. I don't even have time to replace them as it's for Diner En Blanc this afternoon. Livid.,@186598 I understand the inconvenience. Please use this link to reach out directly when you have a chance: https://t.co/EKXRLsnxJu ^GL
921497,@AmazonHelp It’s 24 oct 2018. As you could see.. https://t.co/GCv822VATr,"@338350 Hi, the delivery date is listed as 24 October, which would be next Tuesday. Your parcel should arrive then as scheduled. ^TS"
1190282,"@AmazonHelp ご丁寧に返信ありがとうございます！！！
吾郎ちゃんつよぽん慎吾くんのホンネテレビを大画面で見たいので、買おうかなぁと思ってます😊","@399761 Fire TV Stickをご検討いただき、ありがとうございます！
何かご不明点などあれば、いつでもお気軽にお問い合わせください。RI"
575981,@AmazonHelp I didn't know if there's any delay. I received no email regarding to it. Please check what causes the delay.,"@255526 Following Black Friday and Cyber Monday, there have been some orders that are taking a little longer than normal. Which Amazon site did you order from? https://t.co/1fz78PNFM0 etc?^BZ"
